Attendance,Hours_Studied,Prev_GPA,Quiz_Avg,Midterm_Score,Assignment_Avg,Presentation_Marks,Internal_Marks,Final_Score,Total_Weighted,Grade,GPA_Points
72.5,10,2.73,41.49,99.43,73.69,67.59,70.4,68.41,72.71,B,3.0
87.7,11,4.0,87.36,100.0,98.78,90.53,84.07,92.03,93.53,A,4.0
100.0,8,2.47,82.96,67.68,80.08,83.71,67.46,80.56,77.15,B,3.0
98.1,13,3.46,84.16,64.81,100.0,100.0,84.13,72.76,77.14,B,3.0
100.0,9,3.21,71.32,44.31,99.4,100.0,48.44,68.83,66.67,C+,2.3
75.9,4,3.76,46.69,100.0,85.96,70.29,83.44,61.33,72.82,B,3.0
70.1,13,2.6,84.11,64.48,80.44,99.91,76.81,57.1,68.45,B-,2.7
80.5,10,2.56,99.12,88.45,94.82,62.44,72.58,75.55,83.44,A-,3.7
82.7,6,3.66,70.24,60.25,92.87,93.87,82.19,80.76,75.99,B,3.0
95.1,6,3.26,85.35,96.36,76.54,100.0,58.68,80.27,84.59,A-,3.7
61.7,9,2.07,49.23,54.55,62.82,92.62,99.76,59.93,60.89,C,2.0
100.0,9,2.68,85.88,52.95,81.56,78.92,77.58,66.27,68.61,B-,2.7
80.1,8,3.23,72.63,68.19,100.0,70.56,76.49,80.69,77.57,B+,3.3
76.9,9,3.5,68.55,64.48,99.75,50.48,66.47,61.3,66.74,C+,2.3
69.9,14,2.59,67.74,81.69,71.8,82.74,79.49,81.99,78.67,B+,3.3
62.1,12,1.5,66.71,64.79,64.6,50.54,92.03,53.95,61.37,C,2.0
91.9,8,3.31,85.77,83.07,100.0,63.75,94.53,98.12,90.79,A,4.0
82.9,11,2.27,57.39,65.41,69.44,53.64,89.03,54.77,60.95,C,2.0
66.5,3,1.79,61.95,50.27,80.02,57.62,75.56,41.96,53.31,D+,1.3
66.5,9,1.5,70.33,54.61,69.56,68.45,65.93,62.07,62.7,C,2.0
78.0,15,3.49,67.77,100.0,100.0,87.19,63.96,88.5,88.12,A,4.0
100.0,7,3.08,100.0,75.82,75.97,66.41,76.41,76.29,79.21,B+,3.3
78.9,4,2.86,61.33,35.39,93.85,91.38,70.83,53.27,56.85,C-,1.7
64.0,5,3.83,67.18,61.9,85.44,71.47,91.9,53.97,63.85,C+,2.3
79.1,3,3.38,60.86,70.08,84.56,59.35,79.86,79.41,73.83,B,3.0
78.7,4,3.97,100.0,100.0,60.91,80.62,100.0,91.98,91.91,A,4.0
49.6,6,2.16,78.09,79.26,49.37,100.0,86.56,81.17,78.26,B+,3.3
81.3,2,2.98,59.4,51.7,76.8,77.48,67.06,48.17,56.01,C-,1.7
79.2,8,2.03,90.23,100.0,82.6,65.11,48.51,82.72,85.56,A-,3.7
90.4,11,2.86,83.19,72.68,72.68,50.69,99.58,73.71,74.91,B,3.0
100.0,4,2.85,80.06,89.14,69.14,70.25,95.23,84.26,83.19,A-,3.7
95.5,14,3.38,79.7,59.39,97.61,87.1,65.74,83.67,77.67,B+,3.3
78.8,10,3.03,67.76,33.63,91.75,70.02,100.0,58.3,59.57,C,2.0
68.7,12,3.37,85.82,51.22,85.1,48.77,86.1,50.86,61.27,C,2.0
100.0,5,3.42,71.0,20.17,94.54,61.87,81.43,65.44,58.49,C,2.0
82.7,11,4.0,100.0,100.0,75.88,100.0,100.0,96.4,96.15,A,4.0
82.2,3,2.81,54.52,69.99,75.29,97.37,92.39,56.38,65.25,C+,2.3
81.7,11,2.44,100.0,55.84,100.0,59.67,86.75,73.07,75.51,B,3.0
84.4,8,3.15,76.97,78.88,85.46,88.75,85.27,59.11,72.16,B-,2.7
80.3,10,2.52,81.6,73.14,84.63,53.9,85.74,81.29,78.49,B+,3.3
75.1,3,3.89,89.67,80.1,100.0,100.0,71.57,61.33,76.59,B,3.0
75.4,4,2.83,64.21,86.01,62.87,76.07,72.89,65.64,71.12,B-,2.7
81.6,10,2.66,90.76,66.16,93.36,92.89,65.17,73.91,76.96,B,3.0
75.5,4,2.72,32.62,52.15,99.2,40.36,68.57,61.31,57.82,C-,1.7
73.4,9,3.43,68.56,85.6,81.46,89.56,74.23,77.25,78.92,B+,3.3
83.3,2,2.91,59.51,79.21,89.69,71.23,64.48,71.49,73.08,B,3.0
78.9,11,2.61,59.23,72.64,72.25,91.36,79.94,68.22,70.12,B-,2.7
100.0,3,4.0,76.88,100.0,77.86,94.57,75.56,79.75,84.72,A-,3.7
50.2,10,2.49,79.77,59.97,84.6,73.16,81.01,66.7,69.81,B-,2.7
95.1,10,3.02,91.13,59.19,96.17,67.78,57.88,66.41,70.93,B-,2.7
97.0,5,3.39,82.37,78.45,98.21,90.79,77.17,57.31,73.11,B,3.0
57.1,10,2.02,62.8,54.99,97.63,69.71,74.63,53.26,61.45,C,2.0
77.9,9,3.29,84.79,80.18,84.44,61.54,74.9,77.48,79.02,B+,3.3
77.5,5,2.37,74.59,52.4,93.05,54.17,70.32,54.86,61.76,C,2.0
65.1,3,3.49,88.61,61.17,76.46,45.98,52.38,59.74,65.04,C+,2.3
72.7,1,2.42,81.3,92.9,86.48,58.46,74.64,68.23,78.01,B+,3.3
68.7,9,3.42,79.31,65.36,87.34,96.7,87.92,62.67,71.27,B-,2.7
100.0,1,3.66,63.88,57.56,88.69,78.54,84.25,54.58,62.81,C,2.0
93.2,8,3.52,71.21,92.73,92.08,69.46,95.54,76.96,82.11,A-,3.7
97.3,6,3.15,70.28,54.71,65.27,91.02,81.35,60.0,63.37,C+,2.3
90.7,10,2.86,74.78,61.42,72.02,62.53,86.21,69.01,68.82,B-,2.7
68.5,6,2.65,77.67,75.87,80.88,73.37,75.84,66.87,72.91,B,3.0
75.7,6,3.88,90.02,87.3,65.04,74.06,88.92,66.98,76.77,B,3.0
87.9,10,2.58,77.34,90.64,94.08,90.13,56.03,64.54,76.79,B,3.0
67.3,9,2.38,74.79,55.59,91.01,44.16,62.04,86.54,74.14,B,3.0
90.6,9,3.4,83.11,83.5,90.89,63.66,100.0,67.09,77.45,B+,3.3
79.1,9,2.52,68.55,61.83,68.84,44.8,41.84,54.1,58.59,C,2.0
77.5,1,2.43,56.29,53.48,92.73,63.5,68.21,57.69,60.75,C,2.0
90.5,11,2.13,50.94,89.52,100.0,97.08,93.68,80.17,81.63,B+,3.3
87.3,10,2.71,68.14,62.78,86.33,67.47,77.26,70.69,70.06,B-,2.7
77.7,3,2.95,80.77,71.12,85.8,62.48,68.0,60.86,69.34,B-,2.7
95.9,7,3.15,68.55,74.58,87.51,92.78,80.9,73.06,75.59,B,3.0
69.0,7,3.57,74.51,53.95,90.44,95.31,73.14,65.01,68.14,B-,2.7
89.4,7,3.32,86.12,87.58,83.69,75.53,79.55,74.5,80.73,B+,3.3
89.1,9,2.89,86.58,80.73,84.36,89.09,69.2,78.06,80.75,B+,3.3
78.3,13,2.88,64.26,41.67,97.32,59.06,95.97,71.29,66.06,C+,2.3
85.9,12,3.31,97.19,79.67,100.0,100.0,100.0,83.5,87.89,A,4.0
67.0,2,3.76,92.05,55.77,64.34,100.0,73.27,61.96,67.63,C+,2.3
93.1,10,3.08,63.68,91.18,85.38,88.01,61.22,87.91,83.51,A-,3.7
79.8,13,2.72,67.6,49.83,71.79,40.44,72.63,69.07,63.06,C+,2.3
75.7,9,2.4,93.34,62.77,100.0,63.42,72.89,84.51,80.31,B+,3.3
94.6,12,2.13,76.18,77.17,77.33,87.41,85.46,55.43,69.27,B-,2.7
73.5,16,3.4,50.85,78.02,72.83,74.56,70.04,82.9,74.81,B,3.0
65.1,12,3.35,59.31,85.52,93.97,100.0,69.54,84.37,81.9,B+,3.3
63.3,8,3.35,73.59,46.04,100.0,85.92,84.48,53.49,62.46,C,2.0
89.3,12,2.92,63.56,100.0,94.97,66.29,94.15,85.87,86.4,A-,3.7
66.6,8,3.84,73.42,81.02,88.08,78.2,70.92,85.8,81.85,B+,3.3
100.0,8,2.71,78.93,93.2,89.35,60.35,59.77,68.54,77.5,B+,3.3
57.0,6,3.57,98.11,83.17,99.16,70.89,100.0,84.3,87.69,A,4.0
100.0,14,2.98,79.36,76.53,79.23,71.74,94.69,85.43,81.45,B+,3.3
84.5,4,2.63,89.86,46.22,78.43,92.92,70.03,46.82,59.75,C,2.0
80.8,14,3.36,100.0,67.3,83.89,100.0,95.49,77.56,81.01,B+,3.3
75.5,9,3.25,100.0,97.28,70.84,51.09,77.11,85.29,86.93,A,4.0
86.8,2,3.21,79.19,90.09,76.98,38.3,87.06,63.44,73.74,B,3.0
81.5,9,3.05,49.2,61.74,97.94,72.24,80.88,55.11,62.31,C,2.0
95.2,1,2.98,81.05,22.05,86.94,44.81,75.42,42.53,49.39,D,1.0
83.4,10,4.0,99.07,72.94,97.07,82.17,81.75,87.45,85.98,A-,3.7
83.8,11,3.71,81.7,71.32,90.68,94.4,62.66,81.67,79.67,B+,3.3
77.6,5,3.43,100.0,65.98,89.26,100.0,100.0,64.03,76.03,B,3.0
81.3,8,3.07,90.91,79.47,74.4,79.64,64.83,80.28,80.28,B+,3.3
85.7,15,3.6,93.99,92.49,87.76,79.99,66.43,79.08,84.95,A-,3.7
61.5,5,3.31,91.19,83.73,83.19,37.28,71.91,56.87,71.14,B-,2.7
65.8,3,3.02,77.76,72.89,82.09,71.23,59.3,61.68,69.3,B-,2.7
90.9,13,2.82,44.08,45.66,91.31,80.75,80.75,70.11,63.28,C+,2.3
84.1,15,2.95,75.22,70.25,87.05,92.21,92.34,82.5,79.78,B+,3.3
79.8,8,1.5,89.54,100.0,73.05,56.83,85.51,77.59,83.89,A-,3.7
82.2,12,3.13,69.03,80.13,100.0,71.31,92.55,73.26,77.88,B+,3.3
86.2,13,2.71,77.21,79.45,97.44,51.96,76.28,72.14,76.46,B,3.0
75.5,5,3.96,63.22,77.64,89.85,35.65,79.58,70.02,71.65,B-,2.7
72.7,6,3.01,100.0,75.16,78.71,53.56,81.22,61.01,72.8,B,3.0
84.4,12,2.29,100.0,32.87,78.59,47.73,53.39,52.31,57.06,C-,1.7
70.3,14,2.97,67.45,69.88,85.14,84.77,88.7,71.03,73.18,B,3.0
86.9,10,2.37,79.38,69.56,86.68,65.84,56.77,54.45,65.88,C+,2.3
61.6,4,3.28,63.87,87.58,57.51,62.39,100.0,61.3,69.87,B-,2.7
94.3,15,3.17,93.83,78.37,71.78,64.89,78.95,83.07,81.27,B+,3.3
87.7,5,3.57,86.2,45.21,76.91,18.36,75.96,56.19,59.11,C,2.0
85.1,6,2.53,87.01,74.71,83.32,99.98,64.05,67.21,75.14,B,3.0
93.8,9,3.02,84.74,59.9,82.89,59.76,70.94,56.68,65.18,C+,2.3
100.0,14,2.18,100.0,54.05,100.0,71.1,100.0,86.89,81.83,B+,3.3
94.2,11,3.42,67.38,62.45,71.01,54.61,95.97,58.14,63.61,C+,2.3
59.9,9,3.31,51.87,79.21,74.51,93.02,55.84,71.9,71.24,B-,2.7
66.6,9,3.3,72.26,91.3,100.0,78.74,99.22,76.38,83.11,A-,3.7
74.5,8,3.0,53.53,77.78,84.62,60.18,93.76,69.16,71.3,B-,2.7
82.3,10,3.25,57.84,83.34,96.85,71.17,76.29,79.27,78.28,B+,3.3
88.2,1,3.96,62.34,77.93,100.0,100.0,81.65,56.55,70.54,B-,2.7
73.3,6,2.83,61.02,69.47,72.52,71.54,74.64,63.01,66.29,C+,2.3
84.2,8,3.08,64.02,82.49,83.15,73.07,100.0,85.18,81.26,B+,3.3
72.9,3,2.35,78.56,25.09,73.52,51.85,59.64,60.49,55.18,C-,1.7
74.7,9,2.48,68.1,70.47,58.23,39.59,77.73,61.74,64.22,C+,2.3
65.1,7,3.06,72.96,51.93,77.93,70.77,69.66,59.85,62.68,C,2.0
70.9,15,3.66,97.64,95.84,100.0,88.09,64.17,100.0,96.22,A,4.0
65.8,14,2.85,68.29,70.43,92.27,97.57,100.0,86.49,81.55,B+,3.3
70.3,6,2.86,70.7,68.17,88.1,32.2,58.13,56.67,63.64,C+,2.3
94.6,7,2.76,82.89,46.32,78.89,55.15,80.48,51.59,59.32,C,2.0
70.6,7,2.68,45.56,83.95,72.81,62.23,50.31,74.84,70.66,B-,2.7
100.0,6,3.18,43.15,81.96,100.0,76.86,73.33,59.1,68.11,B-,2.7
87.9,8,2.1,79.98,76.7,74.82,70.18,80.7,79.83,78.13,B+,3.3
84.2,4,3.77,85.68,58.29,87.83,74.11,66.75,67.76,70.36,B-,2.7
71.7,3,2.6,100.0,52.29,79.63,77.02,79.89,65.65,70.14,B-,2.7
90.4,10,3.43,84.13,78.34,100.0,63.5,77.99,74.54,79.09,B+,3.3
75.1,10,2.24,87.77,57.36,93.13,90.28,91.71,61.32,70.45,B-,2.7
83.5,4,3.4,73.82,76.71,67.21,82.55,95.81,83.51,79.29,B+,3.3
100.0,11,3.4,87.76,41.73,75.05,75.54,75.09,59.17,62.3,C,2.0
80.8,5,3.23,100.0,61.7,89.45,100.0,77.57,65.22,74.34,B,3.0
95.8,9,2.4,45.62,99.23,82.71,100.0,80.05,75.76,79.23,B+,3.3
73.6,11,3.15,85.86,79.69,80.2,94.45,88.33,79.97,81.95,B+,3.3
81.6,7,2.29,100.0,69.89,92.41,17.89,74.42,57.48,69.32,B-,2.7
100.0,9,2.85,83.93,100.0,87.95,100.0,82.36,78.73,86.99,A,4.0
74.5,5,3.62,100.0,33.05,84.06,89.74,74.02,51.44,60.43,C,2.0
100.0,7,3.48,71.38,60.78,96.18,100.0,82.43,76.16,75.1,B,3.0
90.5,7,3.01,77.51,64.57,79.49,98.26,96.16,59.04,69.06,B-,2.7
75.3,5,2.42,73.21,79.44,97.53,99.12,81.76,53.8,71.16,B-,2.7
89.6,7,3.39,46.16,86.43,75.96,93.24,89.24,52.27,66.16,C+,2.3
93.7,1,3.01,56.59,53.25,87.99,96.39,84.23,41.19,56.11,C-,1.7
89.5,6,1.61,55.14,80.56,94.8,100.0,69.44,80.59,78.6,B+,3.3
63.2,6,3.47,88.73,62.95,65.87,78.3,80.86,66.37,70.14,B-,2.7
73.3,6,2.99,88.57,87.88,77.37,45.19,60.3,78.44,79.64,B+,3.3
79.0,7,3.72,84.54,56.16,99.39,72.15,97.44,73.48,74.53,B,3.0
81.1,7,2.34,86.73,65.4,94.26,79.39,35.41,66.0,70.92,B-,2.7
89.4,9,1.5,70.78,58.4,77.18,72.59,72.02,58.68,63.64,C+,2.3
84.1,11,3.17,98.82,90.69,77.97,56.35,96.76,93.17,90.22,A,4.0
66.0,5,3.17,74.91,59.42,92.25,43.42,55.69,62.32,65.2,C+,2.3
86.6,3,1.99,71.59,63.04,90.92,55.38,76.32,72.85,71.31,B-,2.7
89.3,3,2.41,68.69,73.78,64.69,85.21,63.14,68.18,69.91,B-,2.7
88.7,6,4.0,91.34,82.79,72.62,100.0,75.91,71.2,78.94,B+,3.3
95.0,6,2.82,70.66,84.17,85.68,91.48,90.22,68.5,76.7,B,3.0
92.0,4,3.44,92.41,74.14,91.31,94.79,80.53,65.74,76.59,B,3.0
87.5,2,2.61,55.61,58.9,75.0,69.14,44.11,65.26,62.33,C,2.0
81.2,6,1.75,54.84,58.72,85.47,37.96,57.65,49.87,56.18,C-,1.7
62.1,8,2.9,85.72,68.82,72.89,65.22,89.06,60.65,69.33,B-,2.7
87.2,10,2.84,77.75,76.07,59.7,72.42,85.37,73.75,74.04,B,3.0
84.5,5,2.76,68.18,65.64,75.9,64.04,99.46,61.93,67.17,C+,2.3
85.3,6,2.93,89.8,69.76,83.21,75.43,100.0,73.24,77.3,B+,3.3
66.7,4,3.16,65.0,42.83,76.8,80.06,69.32,71.83,64.34,C+,2.3
69.0,7,2.91,72.44,79.12,67.54,88.79,100.0,80.36,78.98,B+,3.3
94.6,4,2.24,94.21,69.12,57.43,66.21,73.56,63.38,69.49,B-,2.7
81.5,10,3.29,100.0,89.34,80.14,44.04,66.83,65.93,77.27,B+,3.3
90.2,1,1.83,92.63,62.04,85.81,58.35,60.17,53.54,65.33,C+,2.3
82.3,6,1.77,67.28,36.7,92.58,70.3,39.92,55.57,56.26,C-,1.7
82.4,9,3.44,98.76,67.56,100.0,100.0,100.0,65.48,77.9,B+,3.3
93.3,8,3.3,65.9,69.93,76.34,67.91,100.0,89.55,79.21,B+,3.3
75.8,18,2.97,70.46,88.95,76.22,91.29,69.84,82.89,81.64,B+,3.3
83.2,9,2.16,40.0,35.14,87.22,78.48,72.07,48.94,50.61,D,1.0
76.5,3,2.58,97.16,65.73,85.69,70.86,73.41,58.68,70.26,B-,2.7
76.8,7,2.84,62.98,77.16,86.74,90.69,62.5,73.96,74.65,B,3.0
78.3,1,2.04,66.79,51.11,50.52,54.79,44.12,34.73,46.68,F,0.0
84.7,7,2.56,61.96,69.8,71.21,63.26,72.66,84.43,74.43,B,3.0
76.3,4,3.39,86.42,58.96,81.63,73.78,71.49,76.62,73.78,B,3.0
97.1,11,3.86,79.22,66.18,96.7,71.33,79.41,83.3,78.95,B+,3.3
71.3,5,2.75,54.06,60.1,88.84,80.77,76.75,45.63,58.14,C-,1.7
79.8,7,3.45,85.3,60.31,86.41,63.84,98.69,69.62,72.49,B,3.0
76.7,5,1.85,49.06,74.51,80.54,72.64,66.33,72.63,70.04,B-,2.7
99.4,14,3.4,72.78,66.58,92.36,81.54,87.73,80.18,77.33,B+,3.3
84.4,6,2.52,43.12,53.27,88.95,76.59,84.9,45.52,54.96,C-,1.7
94.4,15,3.18,63.3,100.0,94.41,74.38,92.42,79.98,84.27,A-,3.7
64.2,11,2.85,80.2,85.89,84.31,69.42,68.92,72.59,77.89,B+,3.3
85.2,9,3.79,52.51,45.2,84.76,81.71,83.33,52.87,57.05,C-,1.7
92.7,9,2.48,55.27,58.25,84.47,79.13,85.16,76.49,70.11,B-,2.7
83.0,9,3.38,80.08,77.0,91.94,78.04,64.32,55.11,69.62,B-,2.7
94.8,1,2.83,65.35,71.68,82.71,100.0,91.19,70.69,73.83,B,3.0
75.8,6,2.91,100.0,44.57,85.99,55.59,95.46,47.83,61.43,C,2.0
98.9,11,2.89,100.0,92.69,100.0,77.99,71.03,75.39,85.78,A-,3.7
100.0,7,2.49,63.84,83.06,86.04,46.53,79.57,49.09,64.89,C+,2.3
77.6,2,2.99,81.48,73.83,71.33,77.82,82.11,60.37,69.96,B-,2.7
76.7,7,2.96,87.65,91.12,93.01,54.34,68.77,92.81,88.51,A,4.0
99.4,14,3.14,75.34,84.54,73.91,77.29,91.04,81.92,81.01,B+,3.3
100.0,12,3.05,60.17,82.78,75.62,73.9,84.89,62.28,70.13,B-,2.7
75.7,7,3.48,78.21,96.31,88.42,81.45,57.84,90.18,87.69,A,4.0
77.0,11,3.55,79.01,92.22,93.8,69.65,88.03,95.44,90.35,A,4.0
78.6,6,2.37,67.0,53.08,64.6,60.82,58.14,55.15,57.79,C-,1.7
65.9,1,3.52,80.0,76.5,74.78,97.22,86.52,89.16,83.46,A-,3.7
71.0,4,2.29,59.8,53.43,69.79,74.18,61.66,61.05,60.52,C,2.0
70.0,14,3.35,64.92,83.27,82.36,70.1,79.94,84.48,80.09,B+,3.3
72.8,6,3.37,78.6,77.59,94.28,70.44,96.17,65.47,75.13,B,3.0
81.6,7,1.85,78.25,43.32,86.94,100.0,79.41,62.88,65.39,C+,2.3
84.8,6,3.06,59.27,67.97,82.69,70.69,61.81,65.29,66.89,C+,2.3
100.0,15,2.72,97.3,80.62,82.83,68.97,69.17,85.28,84.05,A-,3.7
70.0,14,2.54,52.4,64.98,68.76,64.63,70.57,57.49,60.74,C,2.0
93.8,16,3.81,79.15,85.86,100.0,75.94,93.35,87.48,86.79,A,4.0
79.4,7,2.61,71.41,81.17,88.39,62.58,80.3,62.77,72.1,B-,2.7
81.4,9,2.52,66.98,69.03,74.04,51.49,64.72,42.45,57.5,C-,1.7
90.1,1,3.05,65.43,70.5,88.55,51.67,57.57,70.69,70.03,B-,2.7
68.5,13,3.41,100.0,96.72,86.75,64.66,85.53,73.13,84.62,A-,3.7
86.6,3,2.92,61.68,75.01,76.99,83.09,71.89,65.33,69.58,B-,2.7
84.0,8,3.7,100.0,77.01,92.02,71.94,100.0,82.18,84.93,A-,3.7
87.9,3,3.32,82.73,53.84,73.27,70.44,76.68,62.44,65.53,C+,2.3
85.5,5,1.69,72.19,74.55,72.68,91.67,96.21,62.45,71.11,B-,2.7
100.0,4,2.68,82.66,73.8,82.98,96.83,59.13,70.43,75.12,B,3.0
74.3,5,2.66,100.0,87.11,73.58,66.49,51.55,78.21,81.32,B+,3.3
75.6,5,3.29,61.32,69.97,90.25,62.86,60.54,71.71,70.57,B-,2.7
74.5,5,1.5,52.14,32.89,97.38,51.39,85.6,62.4,57.59,C-,1.7
75.3,11,4.0,71.91,49.03,80.18,93.7,100.0,68.69,68.22,B-,2.7
74.4,3,3.32,75.3,79.59,60.84,69.14,63.87,67.06,70.75,B-,2.7
96.3,8,3.09,53.7,63.47,61.57,70.63,73.14,51.45,57.85,C-,1.7
99.0,12,3.71,85.48,85.13,89.33,68.49,68.77,85.3,84.02,A-,3.7
75.2,5,4.0,100.0,73.85,77.06,63.17,53.66,78.51,78.41,B+,3.3
72.0,5,3.52,79.05,67.11,85.27,80.54,86.84,66.23,72.02,B-,2.7
87.7,7,3.57,75.56,71.41,87.54,54.27,83.07,75.14,74.86,B,3.0
75.4,12,3.08,70.99,59.41,67.02,96.17,80.41,63.72,66.52,C+,2.3
89.6,8,2.92,91.72,70.99,62.46,66.63,58.64,74.67,73.88,B,3.0
84.4,5,2.71,62.39,58.43,84.33,70.09,97.74,69.21,68.47,B-,2.7
63.8,9,2.5,100.0,61.72,82.31,48.61,67.63,75.72,74.76,B,3.0
100.0,3,2.59,100.0,62.28,75.35,72.24,81.93,65.06,71.84,B-,2.7
100.0,10,2.19,81.61,67.13,63.87,69.85,57.4,54.42,63.54,C+,2.3
74.6,9,2.95,77.39,85.31,89.22,74.66,74.89,70.14,77.39,B+,3.3
77.3,6,1.99,87.35,62.81,93.15,96.38,75.97,71.59,75.37,B,3.0
85.4,4,3.11,92.2,85.16,85.12,76.98,80.36,99.54,91.31,A,4.0
86.0,4,2.98,63.23,92.93,71.15,59.02,77.49,67.64,73.71,B,3.0
89.9,10,3.09,72.45,87.03,86.88,65.55,87.27,81.79,81.67,B+,3.3
100.0,12,2.69,61.32,82.71,70.77,89.87,65.33,67.28,71.63,B-,2.7
79.9,5,4.0,85.63,77.72,98.19,100.0,82.25,66.87,77.95,B+,3.3
72.4,9,3.82,90.82,87.67,87.8,83.89,82.41,75.32,82.76,A-,3.7
65.4,1,2.25,47.99,62.67,53.02,78.64,71.48,30.63,47.92,F,0.0
73.2,5,3.14,68.55,84.13,77.77,84.36,76.39,84.88,81.08,B+,3.3
81.6,7,2.64,55.41,78.45,87.18,99.16,57.8,45.8,62.81,C,2.0
100.0,4,2.39,60.88,61.6,76.36,37.27,55.91,52.4,57.79,C-,1.7
75.8,4,2.2,79.45,78.51,73.87,81.19,40.18,53.5,66.4,C+,2.3
84.7,5,3.26,66.01,71.47,68.32,92.72,88.46,57.44,66.63,C+,2.3
81.8,9,2.59,72.33,68.14,89.64,50.74,88.43,81.02,76.21,B,3.0
96.3,7,3.58,56.44,66.23,79.07,62.91,92.66,66.85,67.45,C+,2.3
100.0,1,3.6,79.9,72.76,57.22,59.79,81.4,53.97,64.54,C+,2.3
75.6,1,3.82,74.88,84.48,77.08,60.42,45.68,62.44,70.34,B-,2.7
76.1,5,2.49,62.14,80.29,90.84,62.4,58.7,58.9,68.09,B-,2.7
94.5,9,3.29,78.07,79.56,82.27,83.28,83.3,74.63,78.01,B+,3.3
90.2,1,3.38,77.94,77.83,100.0,88.82,77.14,72.05,78.27,B+,3.3
100.0,6,2.72,64.86,90.43,88.23,94.54,73.96,93.4,86.94,A,4.0
89.0,5,2.54,52.42,65.16,84.63,57.48,79.72,40.19,55.55,C-,1.7
77.7,13,3.97,100.0,59.9,89.21,67.55,84.91,74.83,76.45,B,3.0
89.1,6,3.14,68.17,91.49,82.85,99.35,79.36,73.24,79.61,B+,3.3
95.3,9,3.38,79.9,65.87,84.19,90.99,72.4,79.59,76.88,B,3.0
91.8,8,2.51,91.98,58.77,79.19,76.31,90.57,69.39,72.51,B,3.0
88.1,1,2.27,100.0,34.85,82.96,77.11,64.56,56.65,61.75,C,2.0
94.8,11,2.66,61.15,81.96,74.59,77.28,61.19,74.69,73.92,B,3.0
96.0,8,2.93,85.67,45.98,72.01,86.36,68.13,50.17,59.34,C,2.0
98.6,10,2.36,67.69,59.3,70.82,70.25,73.42,73.65,68.7,B-,2.7
89.8,20,2.99,78.86,89.35,100.0,89.78,100.0,97.52,92.66,A,4.0
80.0,1,1.99,57.86,73.21,81.02,39.47,68.07,66.32,66.99,C+,2.3
83.8,14,2.33,62.62,62.07,89.15,65.12,76.89,79.2,72.61,B,3.0
96.5,6,3.4,78.83,70.3,72.76,65.26,61.97,70.76,71.34,B-,2.7
72.2,9,3.36,56.84,58.0,92.44,70.22,89.96,78.94,71.85,B-,2.7
86.4,7,2.76,90.78,60.81,81.18,57.9,67.45,68.25,70.51,B-,2.7
77.3,6,2.39,74.32,70.75,82.06,61.89,72.09,62.64,68.79,B-,2.7
82.3,5,2.38,79.59,58.22,67.53,43.99,93.97,58.51,63.55,C+,2.3
97.3,9,2.78,72.16,68.24,87.07,87.03,86.27,68.95,72.84,B,3.0
84.3,1,3.39,69.18,44.25,75.6,71.2,51.89,45.83,53.49,C-,1.7
82.6,11,3.56,86.51,93.33,79.01,49.51,57.43,97.02,88.37,A,4.0
65.7,6,2.7,56.11,74.73,88.38,56.54,72.67,67.82,69.53,B-,2.7
91.0,3,2.31,67.07,78.13,59.99,76.5,55.46,62.88,67.34,C+,2.3
89.7,6,3.16,64.92,91.46,90.59,66.04,86.89,79.31,81.03,B+,3.3
100.0,13,2.51,67.78,60.94,95.35,66.6,81.73,97.32,81.28,B+,3.3
78.3,5,2.69,42.44,61.36,69.53,70.75,76.41,44.38,53.77,C-,1.7
84.6,9,3.8,100.0,44.64,78.12,86.14,72.07,56.38,64.43,C+,2.3
85.0,5,3.5,67.7,100.0,81.32,50.15,100.0,64.49,76.59,B,3.0
100.0,11,3.09,99.51,72.67,91.44,89.96,100.0,76.28,82.25,A-,3.7
80.9,10,2.24,92.08,85.67,80.22,59.64,72.15,78.25,81.14,B+,3.3
85.3,15,3.13,64.26,56.74,94.75,81.23,88.49,64.72,67.67,C+,2.3
89.3,7,3.64,64.06,89.33,100.0,77.75,81.75,72.27,78.83,B+,3.3
84.2,10,2.77,100.0,100.0,78.41,67.01,74.86,85.78,89.25,A,4.0
76.6,8,3.81,100.0,72.54,65.92,60.07,68.85,67.56,73.19,B,3.0
84.3,13,3.78,84.18,61.48,100.0,77.51,69.46,76.87,76.09,B,3.0
94.9,5,4.0,84.85,71.77,100.0,100.0,65.09,84.58,82.76,A-,3.7
69.7,10,3.18,69.23,36.06,89.4,52.18,84.36,62.8,60.29,C,2.0
83.6,7,3.35,85.15,71.05,71.61,100.0,71.38,79.36,78.01,B+,3.3
73.6,7,3.85,68.9,85.8,84.17,72.99,43.56,84.63,79.88,B+,3.3
96.3,8,3.27,49.82,72.74,72.89,78.95,86.54,69.14,68.88,B-,2.7
63.7,9,2.7,55.65,63.92,89.18,53.91,74.93,61.19,64.16,C+,2.3
75.3,7,2.73,75.67,76.79,65.13,59.47,94.2,60.62,68.99,B-,2.7
86.5,8,3.14,61.84,81.47,81.21,67.76,84.03,67.51,72.36,B-,2.7
100.0,14,2.23,79.71,47.16,74.67,59.9,60.02,55.12,59.26,C,2.0
81.2,11,2.91,63.34,73.88,86.98,73.7,48.24,76.69,73.44,B,3.0
75.3,11,3.66,70.13,100.0,83.47,72.54,71.8,86.95,85.87,A-,3.7
